Facility,MP Name,Source Type,Current Use Five Year Average (MGY),Enddate,Latitude,Longitude
HERNDON SERVICE AREA,Surface Water From Folly Lick Branch Creek to the Golf Course Pond,Surface Water Intake,17.03,2016,38.97972222,-77.39944444
Emergency Source (fmr HOLLAND SERVICE AREA),Ballpark Replacement Well # 6,Well,0.20,2016,,
DONALD L MOORE,HUBBARD FARM POND,Surface Water Intake,0.00,2016,,
MTN VIEW SHORES SERVICE AREA,Well#6,Well,2.19,2016,,
MTN VIEW SHORES SERVICE AREA,well#5,Well,2.70,2016,,
MILFORD SERVICE AREA,Well #1 Milford Tower,Well,0.00,2016,38.02277778,-77.34083333
Cedar Point Club Incorporated,6.5 Acre lake,Surface Water Intake,0.00,2016,,
LAWRENCEVILLE SERVICE AREA,Meherrin River,Surface Water Intake,0.00,2016,,
College of William and Mary,BUSCH ASTRO-TURF FIELD,Well,0.17,2016,,
College of William and Mary,Plumeri/Albert-Daly Field,Well,0.97,2016,,
HILLCREST SERVICE AREA,Well 2,Well,1.08,2014,,
GRAINFIELD FARM,North Anna River - FPF (FALL POINT),Surface Water Intake,3.25,2016,,
BUENA VISTA,French post well,Well,46.56,2016,,
DULLES READY MIX  PLANT,Sterling R/M well #4,Well,0.29,2016,,
LEESBURG WTP,PAXTON WELL,Well,57.05,2016,39.11944444,-77.55694444
LAKEVIEW GOLF COURSE,LAKE,Surface Water Intake,18.69,2016,38.39243194,-78.81558633
KINGS DOMINION THEME PARK,NORTH ANNA RIVER,Surface Water Intake,17.22,2016,37.839213,-77.426071
OLDE FARM GOLF COURSE,WELL IN FIELD,Well,2.64,2016,36.64277778,-82.07305556
OLDE FARM GOLF COURSE,PUMP HOUSE WELL,Well,33.35,2016,36.64,-82.07194444
MILLER SCHOOL OF ALBEMARLE,WELL #3,Well,1.45,2016,38,-78.7
Dennis Road MLC,well 9,Well,0.01,2016,99,-99
Dennis Road MLC,well 7,Well,0.01,2016,99,-99
Dennis Road MLC,well 5,Well,0.01,2016,99,-99
Dennis Road MLC,well 4,Well,0.01,2016,99,-99
Dennis Road MLC,well 2,Well,0.01,2016,99,-99
Dennis Road MLC,well 1,Well,0.01,2016,99,-99
SML SERVICE AREA,Smith Mountain Lake,Surface Water Intake,107.63,2016,37.12138889,-79.64694444
Newman South,Well #3,Well,0.00,2014,37.345546,-75.910283
Newman South,Well #2,Well,0.00,2014,37.344478,-75.9103
Newman South,Well #1,Well,0.00,2014,37.342458,-75.911055
LOWER BROAD RUN SERVICE AREA,RASPBERRY WELL PW-2,Well,10.66,2016,39.15583333,-77.54861111
VINTON SERVICE AREA,MELISSA WELL,Well,3.20,2016,37.29222222,-79.87472222
VINTON SERVICE AREA,MANSARD SQUARE WELL,Well,12.64,2016,37.27805556,-79.88944444
VINTON SERVICE AREA,CRAIG AVE WELL,Well,12.26,2016,37.27027778,-79.89722222
KING GEORGE COUNTY WELL SYSTEM,PEPPERMILL WELL #1,Well,0.08,2016,38.31361111,-77.13583333
STRASBURG PLANT,LABORATORY WELL,Well,0.01,2016,39.01760444,-78.33674278
LOWER BROAD RUN SERVICE AREA,LENAH RUN  LFW-B2,Well,4.65,2014,38.95111111,-77.58555556
CHURCHVILLE SERVICE AREA,CHURCHVILLE 8-1 (ASHBY WELL 6),Well,24.32,2016,38.21083456,-79.19182153
HARRISTON SERVICE AREA,WELL #2,Well,8.98,2016,38.2125,-78.82
CHURCHVILLE SERVICE AREA,Well 5,Well,0.84,2016,38.211276,-79.206839
CHURCHVILLE SERVICE AREA,WELL #4,Well,0.00,2016,38.2120317,-79.22736718
CHURCHVILLE SERVICE AREA,WELL #3,Well,7.35,2016,38.211711,-79.229425
CHURCHVILLE SERVICE AREA,WELL #1,Well,0.05,2016,38.2260391,-79.17680375
PARKSLEY PLANT,Byrd Foods,Well,0.00,2014,37.76022222,-75.66766667
Null Facility for Orphaned Wells,Sydnor Ranier Estates,Well,1.68,2014,37.66622222,-77.29772222
Spring Meadows and Meadowgate Water System,Spring Meadow #3A (7239 Mechanicsville Tnpke),Well,7.67,2016,37.60883333,-77.35022222
Wildwood Farms,Well #2,Well,0.06,2016,37.15722222,-77.32333333
Waverly Town of Municipal Water Supply System,Well #1,Well,16.96,2016,37.03472222,-77.095
Town of Ivor,#5 - 187-236,Well,0.00,2014,36.903949,-76.89767
Rees Vineyard,Nother MA test,Well,0.00,2016,36,-80
BLUE RIDGE SCHOOL,WELL #3,Well,3.63,2016,38.26666667,-78.55833333
LAKEVIEW DAIRY,COOKS CREEK,Surface Water Intake,2.90,2016,38.42222222,-78.94
ATWOOD FARMS,SPRING,Surface Water Intake,2.92,2016,38.64439944,-78.45118355
NOAH TURNER LANDSCAPING INC,HAWKSBILL CREEK,Surface Water Intake,2.62,2016,38.58305556,-78.48361111
"Lake Packing Company, Inc.- Wastewater Irrigation",FACTORY WELL #3        660',Well,0.10,2016,37.97222222,-76.46722222
WATERS EDGE,WATERS EDGE WELL #7,Well,0.00,2016,37.01305556,-79.61055556
QUEENFIELD FARM,Golf Course Drought Well,Well,0.00,2016,99,-99
"Lake Packing Company, Inc.- Wastewater Irrigation",WELL #7 BARN 2ND STRATA,Well,0.50,2016,37.97361111,-76.47
THREE SPRINGS SERVICE AREA,MAGALIS FARM WELL #2,Well,404.51,2016,38.33815512,-78.74475191
CANA SERVICE AREA,WELL #7,Well,0.70,2016,36.60527778,-80.68888889
CARROLL COUNTY REGIONAL,Carroll County Well #6,Well,0.00,2016,36.77666667,-80.70638889
Farm Ponds,ADKERSON POND,Surface Water Intake,0.30,2016,36.7225,-79.4925
Fort A. P. Hill Water System,HQ WELL #2  PWAT28,Well,2.80,2016,38.06944444,-77.32833333
INDEPENDENCE SERVICE AREA,HALL WELL,Well,0.95,2016,36.64083333,-81.15888889
ORANGE SERVICE AREA,RT 20 WELL,Well,7.04,2016,38.24805556,-78.0375
SMALL SYSTEMS,ALONZAVILLE WELL #1 2 CUSTMRS,Well,0.10,2016,-99,-99
NOTTINGHAM FARM,DUG POND #1,Well,0.00,2015,37.19611111,-75.99055556
BRICKHOUSE FARM,DUG POND #1,Well,0.00,2015,37.25888889,-75.9325
SKIPPERS PLANT,SANITARY WELL,Well,1.18,2016,36.6075,-77.58138889
Eastern Shore Yacht and Country Club,GOLF IRRIGATION POND,Surface Water Intake,5.68,2016,37.65444444,-75.82027778
LOWER BROAD RUN SERVICE AREA,LENAH RUN  LEN-1,Well,14.96,2014,38.96111111,-77.59027778
LAKE SHAWNEE SERVICE AREA,WELL #1,Well,0.01,2016,37.54027778,-77.81666667
BLUE RIDGE SHORES SERVICE AREA,WELL #9,Well,1.80,2016,38.10694444,-78.02583333
BLUE RIDGE SHORES SERVICE AREA,WELL #8,Well,3.98,2016,38.10305556,-78.01861111
BLUE RIDGE SHORES SERVICE AREA,WELL #6,Well,1.89,2016,38.10361111,-78.01805556
BLUE RIDGE SHORES SERVICE AREA,SOUTH WELL #1,Well,6.17,2016,38.10472222,-78.01944444
BLUE RIDGE SHORES SERVICE AREA,NORTH WELL #3,Well,1.24,2016,38.11472222,-78.02583333
Roanoke Cement Company,WELL #2,Well,4.65,2016,37.46055556,-80.00472222
Wildwood Subd,Well 3,Well,3.68,2016,38.66761,-77.97339
Overlook - Hayes,Well 2,Well,0.99,2016,38.46032,-78.04164
NOTTOWAY ACRES AUBDIVISION,Well 1A,Well,0.00,2013,99,-99
NAVAL SUPPORT FACILITY,BRONSON WELL B-1288,Well,0.00,2016,38.33111111,-77.035
FORK UNION SERVICE AREA,MELTON WELL,Well,1.91,2016,37.74555556,-78.28611111
NEW BALTIMORE REGIONAL,HIGH ROCK WELL,Well,68.24,2016,38.77638889,-77.73833333
COVINGTON PLANT WestRock,DEEP WELL #2,Well,120.56,2016,37.79833333,-79.99527778
FORK UNION SERVICE AREA,OMOHUNDRO WELL,Well,16.82,2016,37.76888889,-78.28944444
EAST CARTER VALLEY,LYNN MAR WELL,Well,4.36,2016,36.60388889,-82.53111111
TOMS BROOK-MAURERTOWN SD,WELL #4 - TOMS BROOK,Well,21.78,2016,38.95818006,-78.45359958
HENRICO COUNTY WTP,JAMES RIVER,Surface Water Intake,8686.82,2016,37.55833333,-77.62138889
FRONT ROYAL WTP,HAPPY CREEK # Note: This reservior was off for the 2017 year due to needed dredging and repairs.,Surface Water Intake,0.00,2016,38.87722222,-78.17722222
FRANKLIN MILL,WELL #8-B,Well,0.00,2016,36.6475,-76.89527778
Brunswick Estates,Well 1,Well,0.51,2016,99,-99
ST. PAUL WTP,CLINCH RIVER,Surface Water Intake,96.68,2016,36.90194444,-82.31333333
WARRENTON SERVICE AREA,WELL #5,Well,9.85,2016,38.7325,-77.80805556
ALTAVISTA SERVICE AREA,REYNOLDS SPRING,Surface Water Intake,69.20,2016,37.17416667,-79.26444444
ELKTON PLANT,WELL #12,Well,545.30,2016,38.381188,-78.641973
SCHUYLER SERVICE AREA,JOHNSON SPRINGS,Surface Water Intake,6.79,2016,37.77611111,-78.74055556
ELKTON PLANT,WELL #10,Well,485.70,2016,38.389145,-78.653521
LANUM WTP,GRAHAM CREEK RESERVOIR,Surface Water Intake,168.64,2016,37.48972222,-79.16638889
FLOWER DEW HUNDRED,JAMES RIVER - FD 21,Surface Water Intake,13.60,2016,37,77
LEE HALL WTP AND ROF,BGD WELL #1B,Well,90.26,2016,37.17833333,-76.58805556
ACCOMAC  PLANT,WELL #4-A,Well,9.71,2016,37.73416667,-75.66027778
NEW MARKET SERVICE AREA,WELL #8,Well,33.83,2016,38.64709499,-78.70114473
NEW MARKET SERVICE AREA,SVA WELL,Well,82.45,2016,38.651397,-78.68615
EASTERN SHORE NURSERY OF VA.,Dug Pond 7 Pot N Pot Pond,Well,8.81,2016,37.6379581,-75.7702564
JOHN N MILLS & SONS - 3 FARMS,PAMUNKEY R. HORNQUATER 20/47,Surface Water Intake,7.53,2016,37.78401144,-77.32950211
Cheapside Farm Incorporated,Nottingham Pond,Surface Water Intake,0.00,2014,,
EASTERN SHORE NURSERY OF VA.,Dug Pond 6 Block 12,Well,34.47,2016,37.6379581,-75.7702564
CARROLL COUNTY REGIONAL,Woodlawn Well #5,Well,6.97,2016,,
SHENANDOAH BREWERY ,Well #7,Well,341.97,2016,38.36357183,-78.68027266
Rees Vineyard,test mp insert,Well,0.00,2012,36.5,-78.1
WOODBRIDGE MOBILE HOME PARK,Well #4,Well,7.01,2016,99,-99
STRASBURG PLANT,Dominion Quarry,Surface Water Intake,317.04,2016,39.02133459,-78.32253452
PRIMLAND RESORT,Well W,Well,4.42,2016,36.64998,-80.39821
WOODBERRY FOREST SCHOOL,well #4,Well,0.15,2016,38.29625,-78.12527778
FARMINGTON COUNTRY CLUB,Ivy Creek,Surface Water Intake,60.87,2016,38.07166667,-78.53805556
NEW BALTIMORE REGIONAL,Rogues Road Well G-3,Well,18.64,2013,,
Jones 2 Farm,Jones 2 Dug Pond,Well,9.64,2016,37.454771,-75.900856
RIDGEWAY FARM LLC,Walnut Grove,Surface Water Intake,2.91,2016,1,-1
GORE PLANT,Well #1 new,Well,7.64,2016,39.24777778,-78.33777778
APPALACHIA WTP,Powell River to Reservoir,Surface Water Intake,0.00,2016,36.90194444,-82.75194444
IBM CONTAMINATON WELLS,Well D-80,Well,13.18,2016,38.7578,-77.4982
MOTTS RUN WTP,RAPPAHANNOCK RIVER,Surface Water Intake,2454.72,2016,38.32222222,-77.54166667
"Bell Nursery (formerly Blue Ridge Growers, Inc.)",WELL #1,Well,8.95,2016,38.43694444,-77.86166667
NEW BALTIMORE REGIONAL,MILL RUN WELL,Well,13.31,2016,38.73472222,-77.7475
JOHN FLANNAGAN WATER AUTH WTP,JOHN FLANNAGAN RESERVOIR,Surface Water Intake,1758.71,2016,37.22861111,-82.34388889
GREAT CREEK LANDING/TUDOR ESTATES,Well 1,Well,3.54,2016,99,-99
ROLLING ACRES II,Well 2,Well,0.00,2014,99,-99
PLEASANT GROVE SUBDIVISION,Well,Well,1.13,2016,36.7570589,-77.8367282
PAINTER COMPLEX,Painter Apartment #3,Well,0.00,2016,99,-99
PAINTER COMPLEX,Painter Apartment #2,Well,0.00,2016,99,-99
PAINTER COMPLEX,Painter Apartment #1,Well,0.00,2016,99,-99
Seybolt Farm,Well 5,Well,0.00,2016,37.993306,-75.519839
Seybolt Farm,Well 3,Well,0.00,2016,37.993556,-75.518111
BAY CREEK RESORT & CLUB,Lake 25,Surface Water Intake,0.00,2014,37.261246,-75.993977
BAY CREEK RESORT & CLUB,Lake 23,Surface Water Intake,0.00,2014,37.266983,-75.998204
BAY CREEK RESORT & CLUB,Lake 19 Palmer,Surface Water Intake,99.07,2016,37.2571,-76.008654
BAY CREEK RESORT & CLUB,Lake 21,Surface Water Intake,0.00,2014,37.26186,-76.006122
Donald Andrews,Andrews Farm Pond,Surface Water Intake,0.15,2016,37.113891,-77.570297
DC-6,PW1,Well,1.98,2016,38.74807472,-77.53265516
BRENTSVILLE HIGH SCHOOL,WELL #1,Well,3.07,2016,38.69277778,-77.56916667
LANE VIEW SUBDIVISION,Well,Well,0.40,2016,99,-99
Marshall-Johnson-Grapeland Complex,Greenhouse #2,Well,1.80,2016,37.53811111,-75.88723611
MERRYVALE FARMS,#1Little Pond,Surface Water Intake,0.00,2016,37.55777778,-76.43805556
Gloucester County Public Utilities,BEAVERDAM RESERVOIR,Surface Water Intake,204.95,2016,37.43694444,-76.54388889
RIVER MONT FARMS,SOUTH RIVER,Surface Water Intake,0.00,2013,0.1,0
Holston Hills Community Golf Course,HOLSTON RIVER,Surface Water Intake,7.58,2016,36.82472222,-81.53833333
COLLEGE HILL WTP,JAMES RIVER - COLLEGE HILL WTP,Surface Water Intake,5.53,2016,37.41861111,-79.14
SPOTSWOOD COUNTRY CLUB,WELL #4  ON 3RD FAIRWAY,Well,5.95,2016,38.42987502,-78.83747406
AUSTINVILLE WTP,NEW RIVER,Surface Water Intake,622.88,2016,36.8525,-80.92555556
HILLSVILLE WTP,LITTLE REED ISLAND CREEK,Surface Water Intake,96.10,2016,36.74777778,-80.75333333
GATE CITY WTP,BIG MOCCASIN CREEK,Surface Water Intake,92.70,2016,36.64333333,-82.56472222
POCAHONTAS WTP,ABBS VALLEY CREEK,Surface Water Intake,0.00,2016,37.30388889,-81.31222222
HONAKER SERVICE AREA,DAVIS WELL,Well,7.11,2016,37.02111111,-81.97638889
WISE (TOWN) WTP,BEAR CREEK,Surface Water Intake,8.20,2016,36.97138889,-82.54916667
WISE (TOWN) WTP,WISE RESERVOIR,Surface Water Intake,168.63,2016,36.97055556,-82.54166667
WISE (TOWN) WTP,WHITEOAK MINE WELL,Well,0.00,2016,36.96833333,-82.53972222
GALAX WTP,CHESTNUT CREEK,Surface Water Intake,653.03,2016,36.6542,-80.9175
BLAND CORRECTIONAL CENTER WTP,KIMBERLING CREEK,Surface Water Intake,46.03,2016,37.16333333,-80.88833333
FRIES WTP,EAGLE BOTTOM CREEK,Surface Water Intake,0.00,2016,36.7275,-80.98361111
TOMS CREEK PREPARATION PLANT,WELL PP-1,Well,0.09,2016,36.96805556,-82.45638889
RICHWOOD GOLF CLUB,BLUESTONE RIVER,Surface Water Intake,0.00,2016,37.23666667,-81.29027778
CHILHOWIE SERVICE AREA,WIDENER SPRING,Surface Water Intake,0.00,2014,36.70555556,-81.69805556
DEEP MINE 26 (VC-5),LICK FORK,Surface Water Intake,19.80,2016,37.10361111,-82.52083333
SALTVILLE SERVICE AREA,WELL #10,Well,12.82,2016,36.88333333,-81.74333333
SALTVILLE SERVICE AREA,CARDWELL WELL,Well,39.66,2016,36.90055556,-81.78111111
OAK HILL ACADEMY,WELL #3,Well,0.00,2016,36.59944444,-81.33694444
OAK HILL ACADEMY,WELL #5,Well,0.00,2016,36.60055556,-81.33861111
ROSE HILL SERVICE AREA,BLUE SPRING,Surface Water Intake,55.82,2016,36.68027778,-83.36444444
APPALACHIAN DETENTION CENTER,WELL #2,Well,2.39,2016,36.99861111,-81.92777778
WATSON GAP SERVICE AREA,WELL #1 - Watson's Gap,Well,39.46,2016,36.92222222,-81.72972222
OAK HILL ACADEMY,WELL #1,Well,0.00,2016,36.6,-81.34111111
DUNGANNON SERVICE AREA,WELL #1 AND #2,Well,0.00,2016,36.84388889,-82.395
FOXRUN/CHAMPION FOREST SHORES,Well 1,Well,0.00,2014,99,-99
CANA SERVICE AREA,WELL #8,Well,0.73,2016,36.57194444,-80.68111111
QUEENFIELD FARM,PAMUNKEY RIVER - QF1,Surface Water Intake,5.54,2016,37.69027778,-77.1975
CASTLEWOOD SERVICE AREA,SEVEN SPRINGS,Surface Water Intake,28.75,2016,36.86861111,-82.24388889
CASTLEWOOD SERVICE AREA,CRYSTAL WELL,Well,12.19,2016,36.85083333,-82.29166667
CASTLEWOOD SERVICE AREA,SEVEN SPRINGS WELL #1,Well,2.20,2016,36.86111111,-82.25472222
CASTLEWOOD SERVICE AREA,Seven Springs Well #2,Well,14.30,2016,36.86111111,-82.25472222
CLEVELAND SERVICE AREA,KISER WELL,Well,0.00,2016,36.94444444,-82.16083333
POUNDING MILL PLANT,CLINCH RIVER,Surface Water Intake,13.39,2016,37.08,-81.70611111
DOE RUN LODGE SERVICE AREA,DOE RUN LODGE WELL #2,Well,2.51,2016,36.64166667,-80.53333333
CARROLL COUNTY REGIONAL,Woodlawn Well #3,Well,0.00,2016,36.72583333,-80.81194444
CARROLL COUNTY REGIONAL,Woodlawn Well #2 (CLUSTERED),Well,0.93,2016,36.72583333,-80.81194444
CARROLL COUNTY REGIONAL,Woodlawn Well #1,Well,0.00,2016,36.72583333,-80.81194444
DOE RUN LODGE SERVICE AREA,BUCK HOLLAR WELL #2,Well,2.33,2016,36.64305556,-80.5375
PURCELLVILLE SERVICE AREA,MAIN ST  WELL 2 & WELL 5,Well,0.00,2016,39.13555556,-77.69638889
RAPPAHANNOCK WESTMINSTER-CANTEBURY,WELL #2,Well,4.69,2016,37.76916667,-76.46083333
RAPPAHANNOCK WESTMINSTER-CANTEBURY,WELL #1,Well,4.03,2016,37.76916667,-76.46083333
PURCELLVILLE SERVICE AREA,MAIN ST VILLAGE CASE,Well,17.67,2016,39.13122805,-77.70123832
PURCELLVILLE SERVICE AREA,COOPER SPRING,Surface Water Intake,37.25,2016,39.22138889,-77.77694444
SPRING HILL FARM,MATTAPONI R SYSTEM #4 100A,Surface Water Intake,0.00,2015,0.1,0
Jones Farm 1,well #3,Well,0.00,2014,37.469342,-75.927325
Amelia Courthouse,Well #6 (4-IEP001),Well,6.47,2016,37.3449389,-77.96685278
Amelia Courthouse,Well #4  (4B2),Well,15.29,2016,37.3479056,-77.96463611
Chesdin Reservoir WTP,Chesdin Reservoir,Surface Water Intake,11513.42,2016,37.221306,-77.524348
LK HOLIDAY ESTATE (THE SUMMIT),GOLF COURSE POND,Surface Water Intake,0.00,2016,39.31972222,-78.32
ROLLING ACRES I,Well 1,Well,0.27,2016,99,-99
CHESDIN MANOR SUBDIVISION,Well 1,Well,5.14,2016,99,-99
BIRCH ISLAND APARTMENTS,WELL #2 FAR FROM PUMP HOUSE,Well,1.18,2015,36.98,-76.9825
SURRY COUNTY HIGH SCHOOL,WELL #1 HIGH SCHOOL,Well,0.89,2016,37.08016667,-76.90294444
BAY CREEK RESORT & CLUB,Lake 18,Surface Water Intake,0.00,2014,37.254687,-76.011508
Honey Port Farm,Shenandoah River,Surface Water Intake,6.51,2016,38.317389,-78.789253
VEOLIA JAMES RIVER PLANT,JAMES RIVER,Surface Water Intake,2068.42,2016,37.42138889,-77.41277778
LK HOLIDAY ESTATE (THE SUMMIT),Well 10a,Well,4.56,2016,39.31129,-78.32577
Portwood Acres Farm,South Fork Shenandoah River,Surface Water Intake,2.93,2016,38.31034,-78.78014
SHERWOOD FOREST SERVICE AREA,WELL #23,Well,3.22,2015,37.88611111,-76.28166667
EMPORIA WTP,EMPORIA RESERVOIR,Surface Water Intake,274.20,2016,36.7,-77.55833333
Cheapside Farm Incorporated,POND DRAIN - NORTHSIDE B,Surface Water Intake,0.00,2016,37.19761104,-75.99347934
Kellam (Eastville) Farm,Kellam POND,Well,11.82,2016,37.37361111,-75.97638889
ELEANOR BULL LANDERSON,WELL #2,Well,0.00,2016,37.35083333,-75.97055556
VILLAGES AT POWHATAN,WELL #2   4400 MAYFLOWER DR,Well,0.03,2016,37.27444444,-76.77
Stonehenge Golf Club,Greenhole Mine Shaft,Well,2.71,2016,37.50108611,-77.63083611
Town of Warsaw,"WELL #3, 179-067",Well,18.02,2016,37.96138889,-76.77027778
FAIRFAX GOLF COURSE,ACCOTINK CR-DANIELS RUN,Surface Water Intake,8.01,2016,38.85972222,-77.275
LEXINGTON GOLF & COUNTRY CLUB,COE SPRINGS,Surface Water Intake,11.95,2016,37.77166667,-79.46555556
ASHLAND PLANT,MEADOWS POND,Surface Water Intake,1003.63,2016,37.83579643,-77.42188646
MANASSAS PLANT,WELL #3,Well,1.63,2016,38.76694444,-77.51888889
Presidential Lakes #14 Public Water System,Well,Well,1.92,2014,38.29138,-77.23518
GOOSE CREEK GOLF CLUB,TUSCARORA CREEK,Surface Water Intake,1.15,2016,39.08527778,-77.51305556
WEST POINT PLANT,24TH STREET WELL,Well,363.45,2016,37.53166667,-76.80194444
WEST POINT PLANT,GLENN STREET WELL (now abandoned),Well,0.00,2012,37.54638889,-76.80916667
WEST POINT PLANT,Glen Street Well (replacement 00143),Well,301.50,2016,37.54668051,-76.8086165
Suffolk Main System (G.ROBERT HOUSE WTP),Crittenden Well,Well,1.11,2015,36.9034,-76.5122
STONY CREEK SERVICE AREA,WELL #7,Well,5.54,2016,36.947,-77.39441667
TERRY PLACE PLANT,BLUE SPRING,Surface Water Intake,1611.53,2016,38.3,-79.66027778
I-85 DINWIDDIE REST AREA SB/NB,NORTHBOUND WELL,Well,0.79,2016,37.09861111,-77.54277778
Colonial Williamsburg -New Golf Course,WL FROM REES JONES POND,Surface Water Intake,0.00,2016,37.25388889,-76.69027778
SMALL SYSTEMS,SMITH CR - WELL 1    5 CUSTMRS,Well,0.16,2016,-99,-99
SMALL SYSTEMS,RIVERS BEND ESTATES WELL #1,Well,1.14,2016,-99,-99
SMALL SYSTEMS,PALMYRA WELL #2A,Well,0.13,2016,-99,-99
SMALL SYSTEMS,PALMYRA WELL #1,Well,0.16,2016,-99,-99
SMALL SYSTEMS,LANCASTER SHORES WELL #1A,Well,0.75,2016,-99,-99
Cannon Ridge Golf Club,Pond 12 Celebrate! Virginia North,Surface Water Intake,1.19,2016,38.33006,-77.52765
LAWRENCEVILLE SERVICE AREA,Meherrin River,Surface Water Intake,18.37,2016,36.732,-77.867
SMALL SYSTEMS,EARLYSVILLE FOREST WELL #4,Well,0.92,2016,-99,-99
APPLE TREE VILLAGE S3/STEEPLEC,MT VIEW  WELL 8\APPLE TREE,Well,4.93,2016,-99,-99
Townfield,Well 3,Well,0.00,2015,0,0
RONALD W CREWS,FARM POND #2 FARM # 7178,Surface Water Intake,0.00,2016,-99,-99
SHENANDOAH (TOWN) SERVICE AREA,TWELTH STREET WELL (WELL 5),Well,50.15,2016,38.488814,-78.602892
SHENANDOAH (TOWN) SERVICE AREA,TENTH STREET WELL,Well,15.61,2016,38.48388889,-78.60833333
JAMES RIVER CORR. CNTR WTP,JAMES RIVER,Surface Water Intake,226.81,2016,37.63722222,-77.83416667
Kuzzens KMC Camp,Well #2,Well,0.00,2016,37.296583,-75.957778
WESTMORELAND STATE PARK,WELL #2,Well,0.25,2016,38.17027778,-76.86527778
DAVID HUDSON,POND 2,Surface Water Intake,0.00,2016,0.1,0
GLENMORE COUNTRY CLUB,RIVANNA RIVER,Surface Water Intake,20.56,2016,37.97888889,-78.38305556
Midtown Tunnel Project,Elizabeth River,Surface Water Intake,15.13,2015,36.855372,-76.317531
MARION FISH CULTURAL STATION,STALEY'S CREEK,Surface Water Intake,1184.94,2016,36.82361111,-81.47722222
LOVINGSTON SERVICE AREA,BLACK CREEK RESERVOIR,Surface Water Intake,18.05,2016,37.76527778,-78.86388889
LAVERYs SOD FARM,SOUTH FORK ROANOKE RIVER #5,Surface Water Intake,4.14,2016,37.19888889,-80.24027778
ACCOMACK COUNTY SCHOOL,ARCADIA HIGH SCHOOL WELL,Well,0.69,2016,37.925,-75.5025
ACCOMACK COUNTY SCHOOL,NANDUA HIGH SCHOOL WELL,Well,0.55,2016,37.67833333,-75.72527778
LOVETTSVILLE SERVICE AREA,WELL #3,Well,0.05,2016,39.27361111,-77.63388889
NATURAL BRIDGE JCC,NATURAL BRIDGE WELL,Well,0.00,2016,37.58416667,-79.50777778
M & L PRODUCE INC,FARM POND    (1 ACRE),Surface Water Intake,0.00,2016,0.1,0
M & L PRODUCE INC,FARM POND,Surface Water Intake,0.00,2016,0.1,0
M & L PRODUCE INC,FARM POND    (.5 ACRE),Surface Water Intake,0.00,2016,0.1,0
PRINCESS ANNE COUNTRY CLUB,Clubhouse Well,Well,1.31,2016,36.864861,-75.982014
David's Nursery,Christian Pond,Surface Water Intake,0.12,2016,99,-99
David's Nursery,Dug Pond,Surface Water Intake,0.13,2016,99,-99
PAINTER COMPLEX,Painter Farm #5,Well,0.00,2016,99,-99
PAINTER COMPLEX,Painter Housing #8,Well,0.00,2016,99,-99
PAINTER COMPLEX,Painter Housing #7,Well,0.00,2016,99,-99
PAINTER COMPLEX,Painter Housing #6,Well,0.00,2016,99,-99
PAINTER COMPLEX,Painter Housing #2,Well,0.00,2016,99,-99
PAINTER COMPLEX,Painter Housing #1,Well,0.00,2016,99,-99
NOTTOWAY ACRES AUBDIVISION,Well 1,Well,0.48,2013,99,-99
TIMBUCTU SUBDIVISION,Well 3,Well,1.42,2016,-99,99
TANGLEWOOD SHORES-L,Well,Well,0.02,2016,-99,99
MCKENNEY ACRES,Well 1,Well,0.26,2016,-99,99
MERRYMOUNT SUBDIVISION,Well 1,Well,2.19,2016,-99,99
LONG BRANCH SHORES,Well,Well,2.31,2016,99,-99
HICKS HILL SUBDIVISION,Well,Well,1.07,2016,99,-99
Townfield,Well 4,Well,0.00,2015,0,0
Farms,FARM POND #1 NEAR RONDO - HUBBARD TRACT,Surface Water Intake,0.65,2016,-99,-99
DONALD L MOORE,Grubb Farm Pond,Surface Water Intake,0.00,2016,99,-99
